dataset,oracle,oracle_bt2,bt_gain,full_restart
HotpotQA,10.914454277286136,12.389380530973451,1.4749262536873156,14.15929203539823
FEVER,2.4742268041237114,3.161512027491409,0.6872852233676976,2.8178694158075603
MuSiQue,4.862745098039216,5.568627450980392,0.7058823529411763,5.88235294117647
2WikiMHQA,10.016420361247947,22.003284072249592,11.986863711001643,21.182266009852217
